Date,NIFTY_Close,NIFTY_High,NIFTY_Low,NIFTY_Open,Volume,Gold,Oil,USD_INR,India_VIX
2021-12-10,17511.30078125,17534.349609375,17405.25,17476.05078125,204500,1782.9000244140625,71.66999816894531,75.59919738769531,16.059999465942383
2021-12-13,17368.25,17639.5,17355.94921875,17619.099609375,256600,1786.300048828125,71.29000091552734,75.70999908447266,16.56999969482422
2021-12-14,17324.900390625,17376.19921875,17225.80078125,17283.19921875,271000,1770.4000244140625,70.7300033569336,75.82689666748047,16.950000762939453
2021-12-15,17221.400390625,17351.19921875,17192.19921875,17323.650390625,215000,1762.5999755859375,70.87000274658203,76.04720306396484,17.219999313354492
2021-12-16,17248.400390625,17379.349609375,17184.94921875,17373.0,219500,1796.5999755859375,72.37999725341797,76.2114028930664,15.899999618530272
2021-12-17,16985.19921875,17298.150390625,16966.44921875,17276.0,354600,1803.800048828125,70.86000061035156,76.1675033569336,16.34000015258789
2021-12-20,16614.19921875,16840.099609375,16410.19921875,16824.25,330600,1793.699951171875,68.2300033569336,76.00599670410156,18.96999931335449
2021-12-21,16770.849609375,16936.400390625,16688.25,16773.150390625,241000,1787.9000244140625,71.12000274658203,75.75869750976562,17.540000915527344
2021-12-22,16955.44921875,16971.0,16819.5,16865.55078125,207900,1801.5999755859373,72.76000213623047,75.6864013671875,16.579999923706055
2021-12-23,17072.599609375,17118.650390625,17015.55078125,17066.80078125,197000,1811.199951171875,73.79000091552734,75.45850372314453,15.829999923706056
2021-12-24,17003.75,17155.599609375,16909.599609375,17149.5,182600,1811.199951171875,73.79000091552734,75.06739807128906,16.149999618530273
2021-12-27,17086.25,17112.05078125,16833.19921875,16937.75,144800,1808.0999755859373,75.56999969482422,75.31500244140625,17.1200008392334
2021-12-28,17233.25,17250.25,17161.150390625,17177.599609375,176000,1810.199951171875,75.9800033569336,74.98030090332031,16.479999542236328
2021-12-29,17213.599609375,17285.94921875,17176.650390625,17220.099609375,161700,1805.0999755859373,76.55999755859375,74.74500274658203,16.239999771118164
2021-12-30,17203.94921875,17264.05078125,17146.349609375,17201.44921875,320800,1812.699951171875,76.98999786376953,74.57029724121094,16.56999969482422
2021-12-31,17354.05078125,17400.80078125,17238.5,17244.5,167000,1827.5,75.20999908447266,74.43119812011719,16.219999313354492
2022-01-03,17625.69921875,17646.650390625,17383.30078125,17387.150390625,200500,1799.4000244140625,76.08000183105469,74.51380157470703,16.450000762939453
2022-01-04,17805.25,17827.599609375,17593.55078125,17681.400390625,247400,1814.0,76.98999786376953,74.4032974243164,16.1200008392334
2022-01-05,17925.25,17944.69921875,17748.849609375,17820.099609375,251500,1824.5999755859373,77.8499984741211,74.53489685058594,17.229999542236328
2022-01-06,17745.900390625,17797.94921875,17655.55078125,17768.5,236500,1788.699951171875,79.45999908447266,74.43009948730469,17.979999542236328
2022-01-07,17812.69921875,17905.0,17704.55078125,17797.599609375,239300,1797.0,78.9000015258789,74.41929626464844,17.600000381469727
2022-01-10,18003.30078125,18017.44921875,17879.150390625,17913.30078125,232400,1798.4000244140625,78.2300033569336,74.2699966430664,17.68000030517578
2022-01-11,18055.75,18081.25,17964.400390625,17997.75,220200,1818.5999755859373,81.22000122070312,74.05699920654297,17.760000228881836
2022-01-12,18212.349609375,18227.94921875,18128.80078125,18170.400390625,245000,1827.199951171875,82.63999938964844,73.81529998779297,17.18000030517578
2022-01-13,18257.80078125,18272.25,18163.80078125,18257.0,303700,1821.199951171875,82.12000274658203,73.79910278320312,16.700000762939453
2022-01-14,18255.75,18286.94921875,18119.650390625,18185.0,229500,1816.5,83.81999969482422,73.97229766845703,16.559999465942383
2022-01-17,18308.099609375,18321.55078125,18228.75,18235.650390625,266700,1816.5,83.81999969482422,74.37899780273438,16.770000457763672
2022-01-18,18113.05078125,18350.94921875,18085.900390625,18337.19921875,227500,1812.300048828125,85.43000030517578,74.25509643554688,17.780000686645508
2022-01-19,17938.400390625,18129.19921875,17884.900390625,18129.19921875,276700,1843.0999755859373,86.95999908447266,74.61969757080078,17.81999969482422
2022-01-20,17757.0,17943.69921875,17648.44921875,17921.0,258100,1842.5,86.9000015258789,74.44920349121094,17.790000915527344
2022-01-21,17617.150390625,17707.599609375,17485.849609375,17613.69921875,277600,1831.800048828125,85.13999938964844,74.45220184326172,18.88999938964844
2022-01-24,17149.099609375,17599.400390625,16997.849609375,17575.150390625,323800,1841.699951171875,83.30999755859375,74.41320037841797,22.82999992370605
2022-01-25,17277.94921875,17309.150390625,16836.80078125,17001.55078125,326500,1852.699951171875,85.5999984741211,74.6447982788086,21.36000061035156
2022-01-27,17110.150390625,17182.5,16866.75,17062.0,395600,1793.300048828125,86.61000061035156,74.8949966430664,21.06999969482422
2022-01-28,17101.94921875,17373.5,17077.099609375,17208.30078125,355300,1784.9000244140625,86.81999969482422,75.20929718017578,20.700000762939453
